rep_genome	genome	gtdb_r220_taxonomy	study	sample_id	Asia	Europe	Hadza	NorthAmerica	Tsimane	total_mag_count
Prevotella_sp900556795__TS_ADULT_70	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_70.30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900556795	Tsimane	TS_ADULT_70	0	0	13	0	4	17
Coprococcus_A_catus_A__TS_ADULT_77	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_77.127	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus_A	Tsimane	TS_ADULT_77	0	1	29	1	41	72
Ventricola_sp900542395__TS_ADULT_77	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_77.212	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	Tsimane	TS_ADULT_77	0	7	43	0	65	115
UMGS1484_sp905193225__TS_ADULT_77	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_77.243	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__UMGS1484 sp905193225	Tsimane	TS_ADULT_77	1	0	19	0	18	38
Agathobacter_rectalis__TS_ADULT_82	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_82.135	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Tsimane	TS_ADULT_82	118	169	31	157	27	502
CAG_433_sp019423565__TS_ADULT_88	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_88.132	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-433;s__CAG-433 sp019423565	Tsimane	TS_ADULT_88	1	1	10	2	4	18
Fimenecus_sp004556705__TS_ADULT_88	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_88.198	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004556705	Tsimane	TS_ADULT_88	0	0	27	0	44	71
Faecalibacillus_intestinalis__TS_ADULT_95	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_95.1	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	Tsimane	TS_ADULT_95	42	35	37	7	7	128
CAG_488_sp000434055__TS_ADULT_99	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_99.148	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp000434055	Tsimane	TS_ADULT_99	8	5	55	0	38	106
RGIG2206_sp934486615__TS_ADULT_99	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_99.208	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2206;s__RGIG2206 sp934486615	Tsimane	TS_ADULT_99	0	0	7	0	5	12
UBA6448_sp934101645__TS_ADULT_99	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_99.288	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UBA6448;s__UBA6448 sp934101645	Tsimane	TS_ADULT_99	0	0	16	0	13	29
UBA737_sp934457415__TS_ADULT_99	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_99.311	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp934457415	Tsimane	TS_ADULT_99	0	0	24	0	8	32
Clostridium_sp900540255__Hadza_MoBio_C_REDO_E_12_1563	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_12_1563.57	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	Hadza	Hadza_MoBio_C-REDO_E_12_1563	6	4	58	0	5	73
Clostridium_sp000435835__Hadza_MoBio_hadza_E_H_K_12_1914	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_12_1914.44	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000435835	Hadza	Hadza_MoBio_hadza-E-H_K_12_1914	0	0	62	0	5	67
CAG_884_sp000433875__Hadza_PheChl_Fiber_Hadza_Nepal_C_14_2320	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_14_2320.83	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-884;s__CAG-884 sp000433875	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_14_2320	0	1	30	0	8	39
Clostridium_lentum__Hadza_PheChl_Fiber_Hadza_Nepal_C_6_2233	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233.410	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium lentum	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_C_6_2233	0	1	46	0	4	51
Egerieousia_sp900544815__Hadza_MoBio_hadza_A_D_E_14_1160	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_14_1160.18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp900544815	Hadza	Hadza_MoBio_hadza-A-D_E_14_1160	0	1	47	0	4	52
Sodaliphilus_sp004557565__Hadza_MoBio_hadza_E_H_B_9_1942	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_B_9_1942.181	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565	Hadza	Hadza_MoBio_hadza-E-H_B_9_1942	0	3	120	1	64	188
CAKUZL01_sp934718085__Hadza_MoBio_hadza_E_H_E_15_1726	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_15_1726.39	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAKUZL01;s__CAKUZL01 sp934718085	Hadza	Hadza_MoBio_hadza-E-H_E_15_1726	0	0	4	0	4	8
UBA4951_sp900540385__Hadza_MoBio_hadza_E_H_H_11_1999	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_H_11_1999.64	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp900540385	Hadza	Hadza_MoBio_hadza-E-H_H_11_1999	0	1	9	0	6	16
Campylobacter_D_sp900539255__Hadza_MoBio_hadza_E_H_I_3_1743	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_I_3_1743.84	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D sp900539255	Hadza	Hadza_MoBio_hadza-E-H_I_3_1743	0	0	77	0	20	97
Treponema_D_berlinense__Hadza_MoBio_hadza_E_H_J_6_2308	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_J_6_2308.118	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D berlinense	Hadza	Hadza_MoBio_hadza-E-H_J_6_2308	0	0	63	0	5	68
Treponema_D_succinifaciens__Hadza_MoBio_hadza_E_H_L_24_2330	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_L_24_2330.304	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D succinifaciens	Hadza	Hadza_MoBio_hadza-E-H_L_24_2330	0	0	87	0	36	123
Limisoma_sp000437795__Hadza_MoBio_hadza_E_H_N_6_2333	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_N_6_2333.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	Hadza	Hadza_MoBio_hadza-E-H_N_6_2333	23	47	100	12	35	217
CACZYB01_sp934246625__Hadza_MoBio_hadza_I_L_G_24_2613	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_G_24_2613.85	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__CACZYB01;g__CACZYB01;s__CACZYB01 sp934246625	Hadza	Hadza_MoBio_hadza-I-L_G_24_2613	0	0	31	0	4	35
Treponema_D_sp900541945__Hadza_MoBio_hadza_I_L_H_9_1235	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_H_9_1235.143	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900541945	Hadza	Hadza_MoBio_hadza-I-L_H_9_1235	0	0	77	0	18	95
Treponema_D_peruense__Hadza_MoBio_hadza_I_L_K_18_2626	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_18_2626.299	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D peruense	Hadza	Hadza_MoBio_hadza-I-L_K_18_2626	0	0	88	0	19	107
CAG_873_sp001701165__Hadza_MoBio_hadza_I_L_K_7_2482	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_7_2482.148	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	Hadza	Hadza_MoBio_hadza-I-L_K_7_2482	0	7	32	0	31	70
UMGS1491_sp900554775__Hadza_PheChl_Fiber_Hadza_Nepal_A_8_1525	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_8_1525.40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__UMGS1491 sp900554775	Hadza	Hadza_PheChl_Fiber-Hadza-Nepal_A_8_1525	0	0	28	0	14	42
Methanosphaera_stadtmanae__Hadza_MoBio_hadza_E_H_A_12_1819	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_12_1819.117	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	Hadza	Hadza_MoBio_hadza-E-H_A_12_1819	0	0	22	0	19	41
Methanobrevibacter_A_smithii__Hadza_MoBio_hadza_E_H_E_17_1727	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.272	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	Hadza	Hadza_MoBio_hadza-E-H_E_17_1727	9	23	94	2	28	156
Prevotella_sp900546535__TS_ADULT_32	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_32.111	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535	Tsimane	TS_ADULT_32	0	4	35	0	5	44
Faecalibacterium_sp900551435__TS_ADULT_32	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_32.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900551435	Tsimane	TS_ADULT_32	0	0	21	0	7	28
CAG_238_sp900551415__TS_ADULT_32	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_32.97	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900551415	Tsimane	TS_ADULT_32	0	0	16	0	28	44
CAG_632_sp900539185__TS_ADULT_33	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_33.160	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp900539185	Tsimane	TS_ADULT_33	0	0	36	0	4	40
Faecalibacterium_sp014858325__TS_ADULT_33	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_33.217	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp014858325	Tsimane	TS_ADULT_33	0	0	39	0	21	60
UBA11524_sp000437595__TS_ADULT_33	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_33.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	Tsimane	TS_ADULT_33	28	74	84	48	69	303
Eubacterium_R_sp900542875__TS_ADULT_35	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_35.119	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875	Tsimane	TS_ADULT_35	0	1	44	0	18	63
CAG_1000_sp000434555__TS_ADULT_35	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_35.186	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp000434555	Tsimane	TS_ADULT_35	0	2	21	0	9	32
Prevotella_sp000436915__TS_ADULT_35	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_35.190	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915	Tsimane	TS_ADULT_35	0	5	14	0	28	47
HGM12814_sp900770165__TS_ADULT_36	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_36.109	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__HGM12814;s__HGM12814 sp900770165	Tsimane	TS_ADULT_36	0	0	25	0	7	32
Parabacteroides_sp900549585__TS_ADULT_36	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_36.164	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900549585	Tsimane	TS_ADULT_36	0	0	69	0	57	126
CAG_302_sp900548425__TS_ADULT_37	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_37.43	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900548425	Tsimane	TS_ADULT_37	0	0	15	0	14	29
CAG_433_sp000433675__TS_ADULT_38	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_38.159	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-433;s__CAG-433 sp000433675	Tsimane	TS_ADULT_38	1	0	47	3	9	60
Hominilimicola_fabiformis__TS_ADULT_39	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_39.85	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	Tsimane	TS_ADULT_39	47	27	19	30	10	133
Streptococcus_lutetiensis__TS_ADULT_4	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_4.128	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	Tsimane	TS_ADULT_4	0	4	5	0	7	16
Agathobaculum_sp934504345__TS_ADULT_4	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_4.60	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp934504345	Tsimane	TS_ADULT_4	0	0	16	0	9	25
Enterococcus_B_lactis__TS_ADULT_41	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_41.250	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B lactis	Tsimane	TS_ADULT_41	0	0	4	0	13	17
Bifidobacterium_adolescentis__TS_ADULT_42	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_42.68	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Tsimane	TS_ADULT_42	20	63	6	14	11	114
Faecousia_sp018918045__TS_ADULT_43	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_43.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp018918045	Tsimane	TS_ADULT_43	0	0	37	0	11	48
Vescimonas_sp003487665__TS_ADULT_46	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_46.196	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665	Tsimane	TS_ADULT_46	1	4	82	2	21	110
Faecalibacterium_prausnitzii_F__TS_ADULT_49	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_49.178	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	Tsimane	TS_ADULT_49	0	1	7	0	7	15
RGIG9115_sp934486495__TS_ADULT_49	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_49.48	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__RGIG9115;s__RGIG9115 sp934486495	Tsimane	TS_ADULT_49	0	0	4	0	4	8
Aphodocola_sp900547225__TS_ADULT_50	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_50.136	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Aphodocola;s__Aphodocola sp900547225	Tsimane	TS_ADULT_50	1	3	7	0	4	15
Fusicatenibacter_sp900772675__TS_ADULT_50	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_50.185	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp900772675	Tsimane	TS_ADULT_50	0	0	24	0	38	62
Bacteroides_ovatus__TS_ADULT_51	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_51.153	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Tsimane	TS_ADULT_51	16	18	5	49	5	93
Vescimonas_sp000435975__TS_ADULT_52	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_52.278	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	Tsimane	TS_ADULT_52	4	17	58	6	46	131
Acetatifactor_acetigignens__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.113	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	Tsimane	TS_ADULT_54	63	62	8	75	6	214
Vescimonas_sp900552475__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.128	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552475	Tsimane	TS_ADULT_54	0	0	35	0	23	58
Vescimonas_sp900555735__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.138	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900555735	Tsimane	TS_ADULT_54	0	1	35	0	4	40
Faecousia_sp900544405__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.150	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900544405	Tsimane	TS_ADULT_54	0	0	14	0	7	21
Merdivicinus_sp900555435__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.228	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Merdivicinus;s__Merdivicinus sp900555435	Tsimane	TS_ADULT_54	0	0	12	0	21	33
Negativibacillus_sp900547015__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.248	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp900547015	Tsimane	TS_ADULT_54	0	1	7	0	18	26
Faecousia_sp945963595__TS_ADULT_54	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_54.55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp945963595	Tsimane	TS_ADULT_54	0	0	8	0	5	13
CAG_302_sp000431795__TS_ADULT_56	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_56.133	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp000431795	Tsimane	TS_ADULT_56	23	10	33	16	9	91
Lachnospira_sp900545725__TS_ADULT_56	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_56.263	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900545725	Tsimane	TS_ADULT_56	5	1	5	0	5	16
Roseburia_C_amylophila__TS_ADULT_57	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_57.137	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	Tsimane	TS_ADULT_57	12	54	32	31	31	160
UMGS1883_sp934476455__TS_ADULT_58	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_58.271	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp934476455	Tsimane	TS_ADULT_58	0	0	9	0	8	17
Onthocola_B_sp900551525__TS_ADULT_6	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_6.17	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Onthocola_B;s__Onthocola_B sp900551525	Tsimane	TS_ADULT_6	1	2	17	2	8	30
Agathobacter_sp934307695__TS_ADULT_6	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_6.204	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp934307695	Tsimane	TS_ADULT_6	0	0	24	0	10	34
Lachnospira_eligens_A__TS_ADULT_6	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_6.31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	Tsimane	TS_ADULT_6	117	83	22	56	13	291
CAG_628_sp003524085__TS_ADULT_64	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_64.200	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp003524085	Tsimane	TS_ADULT_64	1	6	12	3	6	28
UMGS882_sp900546385__TS_ADULT_64	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_64.233	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__UMGS882 sp900546385	Tsimane	TS_ADULT_64	0	0	7	1	8	16
RUG11247_sp902767315__TS_ADULT_64	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_64.40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__RUG11247 sp902767315	Tsimane	TS_ADULT_64	0	0	11	0	33	44
Vescimonas_sp900556015__TS_ADULT_64	METABAT215_SINGLE_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS_ADULT_64.92	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900556015	Tsimane	TS_ADULT_64	0	0	43	0	6	49
